Device name: NVIDIA GeForce GTX 1660 Ti
Memory: 6143MB
Threads per block: 1024
Shared memory per block: 48KB
Registers per block: 65536
Warp size: 32
Max threads per multiprocessor: 1024
Max threads dim: 1024 1024 64
Max grid size: 2147483647 65535 65535
1481 277177 0-17-787-677 9 7(s)
1485 277777 0-17-791-677 9 7(s)
1710 277777 0-17-916-777 9 7(s)
2731 177773 0-17-937-1777 9 7(s)
2771 326777 0-17-1777-977 9 7(s)
3285 277777 0-17-1791-1477 9 7(s)
3960 277777 0-17-2166-1777 9 7(s)
3465 477777 0-17-3277-171 9 7(s)
1467 277777 0-19-777-671 9 7(s)
3267 277777 0-19-1777-1471 9 7(s)
1476 277777 0-21-778-677 9 7(s)
3276 277777 0-21-1778-1477 9 7(s)
4275 177777 0-22-1476-2777 9 7(s)
1170 177777 0-23-370-777 9 7(s)
2978 37777 0-24-177-2777 9 7(s)
981 117737 0-27-177-777 9 7(s)
3375 77777 0-27-471-2877 9 7(s)
4441 77797 0-27-637-3777 9 7(s)
2250 177777 0-27-746-1477 9 7(s)
1485 277777 0-27-771-687 9 7(s)
1530 277777 0-27-796-707 9 7(s)
1665 277777 0-27-871-767 9 7(s)
1674 277777 0-27-876-771 9 7(s)
3181 177774 0-27-1077-2077 9 7(s)
3285 277777 0-27-1771-1487 9 7(s)
2561 357477 0-27-1777-757 9 7(s)
2581 354707 0-27-1777-777 9 7(s)
2881 317771 0-27-1777-1077 9 7(s)
--------10--------
3381 270777 0-27-1777-1577 10 7(s)
1683 277777 0-29-877-777 10 7(s)
1530 277777 0-37-776-717 10 7(s)
3591 257727 0-37-1777-1777 10 7(s)
1620 277777 0-57-786-777 10 7(s)
1611 277777 0-59-777-775 10 7(s)
1611 277777 0-61-773-777 10 7(s)
1593 277777 0-69-747-777 10 7(s)
1584 277777 0-73-734-777 10 7(s)
1575 277777 0-74-727-774 10 7(s)
3825 277777 0-74-1977-1774 10 7(s)
1579 277707 0-75-727-777 10 7(s)
2610 177777 0-75-778-1757 10 7(s)
1125 277777 0-77-471-577 10 7(s)
1485 277777 0-77-671-737 10 7(s)
1566 277777 0-77-716-773 10 7(s)
--------11--------
1575 277777 0-77-721-777 11 7(s)
3825 277777 0-77-1971-1777 11 7(s)
3690 277777 0-137-1776-1777 11 7(s)
2025 277777 0-177-771-1077 11 7(s)
3825 277777 0-177-1771-1877 11 7(s)
1125 277777 0-277-71-777 11 7(s)
2925 277777 0-477-671-1777 11 7(s)
3825 277777 0-677-771-2377 11 7(s)
2250 477777 0-677-796-777 11 7(s)
2251 477787 0-677-797-777 11 7(s)
954 777777 0-707-70-177 11 7(s)
972 777777 0-717-78-177 11 7(s)
4271 377077 0-727-1767-1777 11 7(s)
3375 477777 0-727-1771-877 11 7(s)
4275 377777 0-727-1776-1772 11 7(s)
1188 777777 0-737-374-77 11 7(s)
3825 237777 0-771-277-2777 11 7(s)
2385 477777 0-771-737-877 11 7(s)
1044 777777 0-777-70-197 11 7(s)
2925 277777 0-777-71-2077 11 7(s)
1080 777777 0-777-126-177 11 7(s)
1242 777777 0-777-378-87 11 7(s)
1260 777777 0-777-406-77 11 7(s)
3825 277777 0-777-571-2477 11 7(s)
1368 777777 0-777-574-17 11 7(s)
4185 277777 0-777-771-2637 11 7(s)
4365 277777 0-777-871-2717 11 7(s)
3761 575777 0-777-2777-207 11 7(s)
4203 277777 0-779-777-2647 11 7(s)
4383 277777 0-779-877-2727 11 7(s)
4383 277777 0-829-777-2777 11 7(s)
1980 777777 0-1177-726-77 11 7(s)
2088 777777 0-1237-774-77 11 7(s)
2142 777777 0-1277-778-87 11 7(s)
3761 575777 0-1277-1777-707 11 7(s)
2268 777777 0-1377-774-117 11 7(s)
2394 777777 0-1477-770-147 11 7(s)
2520 777777 0-1577-766-177 11 7(s)
2538 777777 0-1587-774-177 11 7(s)
2754 777777 0-1707-870-177 11 7(s)
2772 777777 0-1717-878-177 11 7(s)
2718 777777 0-1727-774-217 11 7(s)
2988 777777 0-1737-1174-77 11 7(s)
2304 777777 0-1757-70-477 11 7(s)
2754 777777 0-1757-770-227 11 7(s)
2322 777777 0-1767-78-477 11 7(s)
2772 777777 0-1767-778-227 11 7(s)
2340 777777 0-1777-86-477 11 7(s)
2394 777777 0-1777-170-447 11 7(s)
2520 777777 0-1777-366-377 11 7(s)
2592 777777 0-1777-478-337 11 7(s)
2700 777777 0-1777-646-277 11 7(s)
2718 777777 0-1777-674-267 11 7(s)
2736 777777 0-1777-702-257 11 7(s)
2754 777777 0-1777-730-247 11 7(s)
2772 777777 0-1777-758-237 11 7(s)
2781 777777 0-1777-772-232 11 7(s)
3195 677777 0-1777-777-641 11 7(s)
3761 575777 0-1777-777-1207 11 7(s)
2790 777777 0-1777-786-227 11 7(s)
2844 777777 0-1777-870-197 11 7(s)
2880 777777 0-1777-926-177 11 7(s)
3042 777777 0-1777-1178-87 11 7(s)
3060 777777 0-1777-1206-77 11 7(s)
3168 777777 0-1777-1374-17 11 7(s)
2538 777777 0-1787-374-377 11 7(s)
2808 777777 0-1797-774-237 11 7(s)
2880 777777 0-1877-726-277 11 7(s)
2988 777777 0-1937-774-277 11 7(s)
3042 777777 0-1977-778-287 11 7(s)
3831 747977 0-1977-1777-77 11 7(s)
3168 777777 0-2077-774-317 11 7(s)
3294 777777 0-2177-770-347 11 7(s)
3420 777777 0-2277-766-377 11 7(s)
4068 777777 0-2277-1774-17 11 7(s)
3438 777777 0-2287-774-377 11 7(s)
4194 777777 0-2377-1770-47 11 7(s)
3831 747977 0-2477-777-577 11 7(s)
4320 777777 0-2477-1766-77 11 7(s)
4331 777072 0-2477-1777-77 11 7(s)
4338 777777 0-2487-1774-77 11 7(s)
3361 767777 0-2577-7-777 11 7(s)
3780 777777 0-2577-726-477 11 7(s)
3888 777777 0-2637-774-477 11 7(s)
3492 777777 0-2677-78-737 11 7(s)
3831 747977 0-2677-377-777 11 7(s)
3942 777777 0-2677-778-487 11 7(s)
3528 777777 0-2707-74-747 11 7(s)
3654 777777 0-2707-270-677 11 7(s)
3978 777777 0-2707-774-497 11 7(s)
3672 777777 0-2717-278-677 11 7(s)
4272 727177 0-2718-777-777 11 7(s)
3510 777777 0-2727-6-777 11 7(s)
3618 777777 0-2727-174-717 11 7(s)
4281 727750 0-2727-777-777 11 7(s)
4283 727877 0-2729-777-777 11 7(s)
3589 772777 0-2735-77-777 11 7(s)
3528 777777 0-2737-14-777 11 7(s)
3564 777777 0-2737-70-757 11 7(s)
3888 777777 0-2737-574-577 11 7(s)
4014 777777 0-2737-770-507 11 7(s)
3546 777777 0-2747-22-777 11 7(s)
3582 777777 0-2747-78-757 11 7(s)
3611 772777 0-2747-87-777 11 7(s)
4032 777777 0-2747-778-507 11 7(s)
3564 777777 0-2757-30-777 11 7(s)
3654 777777 0-2757-170-727 11 7(s)
4104 777777 0-2757-870-477 11 7(s)
3582 777777 0-2767-38-777 11 7(s)
3672 777777 0-2767-178-727 11 7(s)
4122 777777 0-2767-878-477 11 7(s)
3655 772777 0-2771-107-777 11 7(s)
3591 777777 0-2772-42-777 11 7(s)
3609 777777 0-2772-70-767 11 7(s)
4059 777777 0-2772-770-517 11 7(s)
3727 767775 0-2773-177-777 11 7(s)
4328 730707 0-2774-777-777 11 7(s)
3599 777577 0-2775-47-777 11 7(s)
3582 777777 0-2777-18-787 11 7(s)
--------12--------
3600 777777 0-2777-46-777 12 7(s)
3618 777777 0-2777-74-767 12 7(s)
4068 777777 0-2777-774-517 12 7(s)
2227 477777 1-677-772-777 12 7(s)
4279 377777 1-727-1777-1774 12 7(s)
4292 737770 1-2777-777-737 12 7(s)
2634 177877 3-77-777-1777 12 7(s)
4324 732777 3-2777-777-767 12 7(s)
4275 727377 4-2717-777-777 12 7(s)
4292 737777 4-2774-777-737 12 7(s)
3937 373777 6-777-1377-1777 12 7(s)
3937 627777 6-1777-1377-777 12 7(s)
3937 754777 6-2777-377-777 12 7(s)
4338 477770 7-177-3777-377 12 7(s)
4338 477770 7-577-2977-777 12 7(s)
4338 477770 7-677-2777-877 12 7(s)
4270 375777 7-709-1777-1777 12 7(s)
2998 377775 7-737-777-1477 12 7(s)
3938 297757 7-777-777-2377 12 7(s)
4340 270177 7-777-777-2779 12 7(s)
4347 270777 7-777-786-2777 12 7(s)
4438 275477 7-777-877-2777 12 7(s)
3898 377775 7-777-1377-1737 12 7(s)
4338 477770 7-777-2577-977 12 7(s)
3537 387777 7-976-777-1777 12 7(s)
4338 477770 7-1177-1777-1377 12 7(s)
3938 577087 7-1377-1777-777 12 7(s)
3131 627777 7-1570-777-777 12 7(s)
4338 477770 7-1577-977-1777 12 7(s)
4338 477770 7-1677-777-1877 12 7(s)
2831 677877 7-1777-270-777 12 7(s)
2837 677677 7-1777-277-776 12 7(s)
4338 477770 7-1777-577-1977 12 7(s)
2898 742777 7-1777-737-377 12 7(s)
3008 717277 7-1777-747-477 12 7(s)
2737 793777 7-1777-777-176 12 7(s)
2808 773707 7-1777-777-247 12 7(s)
3648 677787 7-2077-777-787 12 7(s)
4278 727576 7-2717-777-777 12 7(s)
4283 727777 7-2721-778-777 12 7(s)
4354 727737 7-2773-777-797 12 7(s)
3631 777077 7-2776-77-771 12 7(s)
3631 777077 7-2777-75-772 12 7(s)
3638 775857 7-2777-77-777 12 7(s)
3632 777277 7-2777-78-770 12 7(s)
3738 768477 7-2777-177-777 12 7(s)
3939 754777 7-2777-378-777 12 7(s)
4034 748777 7-2777-473-777 12 7(s)
4331 731717 7-2777-770-777 12 7(s)
4078 777972 7-2777-777-517 12 7(s)
4237 748777 7-2777-777-676 12 7(s)
4358 727987 7-2777-777-797 12 7(s)
4373 727777 7-2777-797-792 12 7(s)
4138 778774 7-2777-877-477 12 7(s)
4368 737767 7-2777-877-707 12 7(s)
4428 727771 7-2777-877-767 12 7(s)
4431 737772 7-2877-770-777 12 7(s)
4438 737397 7-2877-777-777 12 7(s)
4138 778774 7-3077-277-777 12 7(s)
3640 734777 9-1777-1777-77 12 7(s)
4281 727773 10-2717-777-777 12 7(s)
3631 777777 11-2777-72-771 12 7(s)
2784 771777 13-1777-717-277 12 7(s)
3444 777767 13-2277-777-377 12 7(s)
3624 777767 13-2777-57-777 12 7(s)
3637 777737 13-2777-77-770 12 7(s)
2747 575777 16-1177-777-777 12 7(s)
1948 247777 17-77-777-1077 12 7(s)
4108 477767 17-577-2737-777 12 7(s)
4338 271477 17-777-767-2777 12 7(s)
1647 717771 17-777-776-77 12 7(s)
1745 677747 17-777-777-174 12 7(s)
2047 577757 17-777-777-476 12 7(s)
2048 577475 17-777-777-477 12 7(s)
4273 276777 17-777-777-2702 12 7(s)
4368 270757 17-777-777-2797 12 7(s)
4441 276777 17-777-870-2777 12 7(s)
4018 377717 17-777-1447-1777 12 7(s)
4049 378777 17-778-1477-1777 12 7(s)
4360 273777 17-787-779-2777 12 7(s)
3398 377477 17-877-777-1727 12 7(s)
2488 772777 17-1517-777-177 12 7(s)
2544 777779 17-1573-777-177 12 7(s)
4108 477767 17-1577-737-1777 12 7(s)
2488 772777 17-1717-377-377 12 7(s)
2544 777779 17-1773-377-377 12 7(s)
2742 777779 17-1777-677-271 12 7(s)
3041 717747 17-1777-777-470 12 7(s)
2943 774777 17-1777-972-177 12 7(s)
3128 777707 17-1777-1277-57 12 7(s)
4349 617077 17-1778-1777-777 12 7(s)
2943 774777 17-1877-772-277 12 7(s)
3444 777778 17-2273-777-377 12 7(s)
3892 707777 17-2377-721-777 12 7(s)
3874 717777 17-2377-773-707 12 7(s)
4343 777727 17-2472-1777-77 12 7(s)
4344 777778 17-2473-1777-77 12 7(s)
4179 737777 17-2677-778-707 12 7(s)
3623 777717 17-2772-57-777 12 7(s)
4343 777727 17-2772-1177-377 12 7(s)
3624 777778 17-2773-57-777 12 7(s)
4344 777778 17-2773-1177-377 12 7(s)
3641 777717 17-2776-77-771 12 7(s)
3644 777077 17-2776-77-774 12 7(s)
4144 767777 17-2776-777-574 12 7(s)
3632 777717 17-2777-61-777 12 7(s)
3645 776727 17-2777-74-777 12 7(s)
3641 777717 17-2777-75-772 12 7(s)
3644 777077 17-2777-75-775 12 7(s)
--------13--------
3642 777778 17-2777-77-771 13 7(s)
3655 777775 27-2777-77-774 13 7(s)
3658 777137 27-2777-77-777 13 7(s)
4318 734777 27-2777-737-777 13 7(s)
2768 777771 37-1777-677-277 13 7(s)
--------14--------
3668 777772 37-2777-77-777 14 7(s)
4396 737777 77-2777-777-765 14 7(s)
3604 677377 277-1773-777-777 14 7(s)
3608 677735 277-1777-777-777 14 7(s)
3203 777777 372-1777-677-377 14 7(s)
4103 777777 372-2677-277-777 14 7(s)
4103 777777 372-2777-77-877 14 7(s)
4283 777777 372-2777-357-777 14 7(s)
4308 776757 377-2777-377-777 14 7(s)
2118 777747 477-777-777-87 14 7(s)
4238 773777 677-1707-1777-77 14 7(s)
3964 717777 677-1773-777-737 14 7(s)
4303 777775 677-1777-1772-77 14 7(s)
4314 777777 683-1777-1777-77 14 7(s)
4054 717777 737-1777-777-763 14 7(s)
2578 647777 747-777-277-777 14 7(s)
4311 777777 750-1707-1777-77 14 7(s)
4401 777777 750-1777-1777-97 14 7(s)
4094 717677 767-1777-773-777 14 7(s)
4099 717777 767-1779-777-776 14 7(s)
3851 757777 770-1777-727-577 14 7(s)
4101 717678 770-1777-777-777 14 7(s)
4102 717747 770-1778-777-777 14 7(s)
4090 717777 771-1772-770-777 14 7(s)
4102 717749 771-1777-777-777 14 7(s)
4053 473777 772-777-727-1777 14 7(s)
2501 777377 772-777-775-177 14 7(s)
2501 777776 772-777-777-175 14 7(s)
3401 777777 772-1477-777-375 14 7(s)
4301 777777 772-1677-1777-75 14 7(s)
3401 777777 772-1777-177-675 14 7(s)
3761 777777 772-1777-737-475 14 7(s)
4301 777777 772-1777-1577-175 14 7(s)
4301 777777 772-2177-777-575 14 7(s)
4301 777777 772-2377-377-775 14 7(s)
4124 476777 773-797-777-1777 14 7(s)
4105 717717 773-1777-777-778 14 7(s)
4304 707767 773-1777-977-777 14 7(s)
4102 717757 774-1774-777-777 14 7(s)
2502 777877 775-777-773-177 14 7(s)
4306 777577 775-1677-1777-77 14 7(s)
3599 747777 775-1770-277-777 14 7(s)
3736 779777 775-1777-707-477 14 7(s)
4306 777577 775-1777-1577-177 14 7(s)
4306 777577 775-2177-777-577 14 7(s)
4306 777577 775-2377-377-777 14 7(s)
4097 475777 776-777-777-1767 14 7(s)
4104 717777 776-1773-778-777 14 7(s)
4307 707977 776-1777-977-777 14 7(s)
4108 547777 777-77-2777-477 14 7(s)
2708 572477 777-377-777-777 14 7(s)
4108 547777 777-377-2177-777 14 7(s)
4108 547777 777-577-1777-977 14 7(s)
2508 737747 777-677-777-277 14 7(s)
2482 777707 777-757-777-171 14 7(s)
2494 777774 777-770-770-177 14 7(s)
2503 777175 777-772-777-177 14 7(s)
2503 777774 777-775-774-177 14 7(s)
3348 477977 777-777-77-1717 14 7(s)
3768 477778 777-777-477-1737 14 7(s)
2508 737747 777-777-577-377 14 7(s)
3338 573777 777-777-707-1077 14 7(s)
2503 777774 777-777-770-179 14 7(s)
3101 627787 777-777-770-777 14 7(s)
2507 777730 777-777-776-177 14 7(s)
2508 777619 777-777-777-177 14 7(s)
4082 477773 777-777-777-1751 14 7(s)
4088 477071 777-777-777-1757 14 7(s)
4108 474749 777-777-777-1777 14 7(s)
2609 747707 777-777-778-277 14 7(s)
4089 477077 777-777-778-1757 14 7(s)
2512 777177 777-777-781-177 14 7(s)
4108 547777 777-777-1377-1177 14 7(s)
2509 777708 777-778-777-177 14 7(s)
4109 474877 777-778-777-1777 14 7(s)
2510 777796 777-779-777-177 14 7(s)
2512 777177 777-779-777-179 14 7(s)
4125 477277 777-797-774-1777 14 7(s)
4124 477757 777-797-777-1773 14 7(s)
2758 797777 777-1027-777-177 14 7(s)
4108 547777 777-1077-777-1477 14 7(s)
4108 547777 777-1377-177-1777 14 7(s)
3708 687775 777-1377-777-777 14 7(s)
4309 777737 777-1678-1777-77 14 7(s)
3964 717777 777-1707-707-773 14 7(s)
4088 716797 777-1757-777-777 14 7(s)
4098 717977 777-1771-773-777 14 7(s)
4102 717764 777-1771-777-777 14 7(s)
3763 777377 777-1772-737-477 14 7(s)
4105 717727 777-1772-779-777 14 7(s)
4099 718777 777-1773-777-772 14 7(s)
4105 717727 777-1773-777-778 14 7(s)
4304 707776 777-1773-977-777 14 7(s)
4105 717970 777-1774-777-777 14 7(s)
3343 777077 777-1777-72-717 14 7(s)
3707 741777 777-1777-376-777 14 7(s)
3768 777672 777-1777-737-477 14 7(s)
4049 727777 777-1777-770-725 14 7(s)
4094 719777 777-1777-770-770 14 7(s)
3803 775774 777-1777-777-472 14 7(s)
3808 774755 777-1777-777-477 14 7(s)
3828 770707 777-1777-777-497 14 7(s)
4108 718176 777-1777-777-777 14 7(s)
4110 717827 777-1777-777-779 14 7(s)
4111 717774 777-1777-778-779 14 7(s)
4125 717277 777-1777-794-777 14 7(s)
3948 777677 777-1777-1017-377 14 7(s)
4099 718777 777-1778-767-777 14 7(s)
4309 777737 777-1778-1577-177 14 7(s)
4396 737777 777-2070-777-772 14 7(s)
4396 737777 777-2075-767-777 14 7(s)
4408 737357 777-2077-777-777 14 7(s)
3948 777677 777-2177-217-777 14 7(s)
4309 777737 777-2178-777-577 14 7(s)
4309 777737 777-2378-377-777 14 7(s)
2509 777712 778-777-777-177 14 7(s)
4059 714777 778-1727-777-777 14 7(s)
4049 717777 778-1747-747-777 14 7(s)
4119 717717 778-1777-787-777 14 7(s)
3410 777797 779-1477-777-377 14 7(s)
3410 777797 779-1777-177-677 14 7(s)
4067 727777 787-1777-776-727 14 7(s)
4018 736777 787-1777-777-677 14 7(s)
3838 776777 877-1707-777-477 14 7(s)
4202 772777 1071-1777-777-577 14 7(s)
2878 777717 1077-777-747-277 14 7(s)
4396 737777 1077-1767-777-775 14 7(s)
4107 767777 1176-1777-377-777 14 7(s)
3908 704777 1177-1177-777-777 14 7(s)
4283 777777 1372-1757-377-777 14 7(s)
4373 777777 1372-1777-477-747 14 7(s)
4408 772747 1377-1777-477-777 14 7(s)
3608 708777 1477-777-577-777 14 7(s)
3208 797777 1677-477-777-277 14 7(s)
3208 797777 1677-777-177-577 14 7(s)
4308 779774 1677-777-1777-77 14 7(s)
3833 727777 1707-777-577-772 14 7(s)
4064 717477 1733-777-777-777 14 7(s)
4054 717777 1737-767-777-773 14 7(s)
4068 717765 1737-777-777-777 14 7(s)
4068 717777 1742-772-777-777 14 7(s)
4378 737772 1747-1077-777-777 14 7(s)
3321 777777 1750-777-77-717 14 7(s)
3771 777777 1750-777-777-467 14 7(s)
3698 797774 1767-777-777-377 14 7(s)
4067 717777 1770-743-777-777 14 7(s)
3798 776777 1770-774-777-477 14 7(s)
3797 777771 1770-777-777-473 14 7(s)
4096 719777 1771-771-777-777 14 7(s)
3500 757777 1772-774-177-777 14 7(s)
3797 777777 1772-775-777-473 14 7(s)
3797 777777 1772-777-773-475 14 7(s)
3803 777076 1772-777-777-477 14 7(s)
3806 777777 1772-777-787-470 14 7(s)
4443 777677 1772-777-1777-117 14 7(s)
3815 777777 1772-789-777-477 14 7(s)
3804 777137 1773-777-777-477 14 7(s)
3805 737776 1774-777-477-777 14 7(s)
3799 777770 1775-777-770-477 14 7(s)
4208 774779 1777-577-1777-77 14 7(s)
4038 715767 1777-707-777-777 14 7(s)
4061 717377 1777-730-777-777 14 7(s)
3802 737577 1777-771-477-777 14 7(s)
3892 757777 1777-771-767-577 14 7(s)
3804 777147 1777-773-777-477 14 7(s)
3798 777717 1777-774-770-477 14 7(s)
3606 778777 1777-775-477-577 14 7(s)
3799 777775 1777-775-770-477 14 7(s)
4076 725777 1777-775-777-747 14 7(s)
3809 777177 1777-776-779-477 14 7(s)
3809 737797 1777-777-477-778 14 7(s)
3803 777746 1777-777-772-477 14 7(s)
3804 777673 1777-777-773-477 14 7(s)
4105 720772 1777-777-774-777 14 7(s)
4125 717277 1777-777-774-797 14 7(s)
3806 777527 1777-777-775-477 14 7(s)
3706 798777 1777-777-777-375 14 7(s)
3806 777790 1777-777-777-475 14 7(s)
3808 777381 1777-777-777-477 14 7(s)
--------15--------
3809 777177 1777-777-777-478 15 7(s)
